Classify,Description
Java,岗位职责：1、负责快手审核系统相关的需求开发（包括但不限于：视频审核、直播审核、图文审核、电商审核、商业化审核等），保证需求按时、高质量交付；2、深入理解和分析产品需求，能不断拓展业务场景边界，撰写设计文档和系统开发；3、愿意接受审核领域复杂业务逻辑、海量数据、服务高可用的挑战，推动系统可用性和可扩展性的提升；4、具有良好的系统抽象能力，在系统中台能力建设方面能提出创新的解决思路和方案，为团队引入创新技术。岗位要求：1、计算机或相关专业本科以上学历，1年及以上相关工作经验；2、JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；对于你用过的开源框架，能了解到它的原理和机制；3、至少熟悉一种大型数据库（mysql、oracle、postgrelSQL），有sql优化的经验；4、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制，有高并发应用开发经验，熟悉常用的分布式解决方案，能基于问题给出解决方案；5、有较强的团队沟通协作能力和项目风险管理能力，可以push多团队协作按时交付项目；6、有短视频、直播、电商、商业化审核系统开发经验者优先，业务sense良好者优先；7、学习能力强，具备耐心/细心的品质，喜欢去看及尝试最新的技术，从技术趋势和思路上能影响技术团队。
Java,"岗位职责：• 负责公司内部SaaS及关键业务的迭代开发。• 负责业务服务与基础集成服务的升级与维护。• 负责解决组内日常开发任务。任职要求：• 统招本科及以上学历，计算机本科相关专业，4年以上Java开发经验。• Java基础扎实,面向对象分析、设计、开发能力。• 熟练J2EE，对各种开源的框架如Spring、SpringMVC、SpringBoot、MyBatis等有深入的应用和优化经验。• 掌握关系型与非关系型数据库，熟练Mysql、Redis、ElasticSearch等。• 熟悉分布式、缓存、消息队列等中间件技术。• 熟悉Linux系统，并能熟练掌握各种Linux命令及其工具，熟悉shell。"
Java,岗位职责：1. 负责小说项目日常迭代开发2. 有重组项目，技术升级经验优先3. 认真负责，工作效率高，有自驱力优先任职资格：1、计算机或相关专业专科及以上学历，3年以上工作经验2、java基础扎实，对代码质量有要求，掌握常用数据结构算法3、熟炼使用SpringMVC，Sprintboot，SpringCloud，Hibernate，Tomcat，Mysql数据库，Nginx，Linux4、掌握多线程，jvm，redis，mc等中间件调优优先5、熟悉阿云服务以及各产品的应用场景优先6、有强烈的学习欲望，有个人github或者博客优先加分项：有过高并发、网站优化经验
Java,职位职责：1、负责字节跳动商业变现业务相关后台研发，构建对全客户结构、全流程的管理系统；2、负责高质量的设计和编码，承担重点、难点的技术攻坚；3、参与产品讨论和开发实现。职位要求：1、本科及以上学历，计算机相关专业，基础知识扎实；2、聪明，学习能力强，有独立解决问题的能力；3、熟悉面向对象编程，掌握java/c++/python/go中的至少一门语言；4、有良好的沟通能力和业务理解能力。
Java,职位职责：1、负责承接字节跳动广告变现业务的智能语音中心研发，致力于建设整合语音识别、微信等多媒体接入以及AI话术等功能的新一代平台；2、负责高质量的设计和编码，承担重点、难点的技术攻坚；3、参与产品讨论和开发实现。职位要求：1、本科及以上学历，计算机相关专业，基础知识扎实；2、聪明，学习能力强，有独立解决问题的能力；3、三年以上的系统软件架构经验，精通Python/Go/Java/C++ 任一语言，有完整软件项目开发、迭代和实施经验；4、有良好的沟通能力和业务理解能力。
Java,1、负责京东物流项目设计、开发、维护2、能够分解安排的开发任务，遵循编码规范，敏捷开发模式3、局部代码性能优化、SQL调优，了解线上部署环境、能够准确分析和排查线上故障。任职要求：1. 具备扎实的Java基础，熟悉常用数据结构、JVM基本原理、并发编程等。2. 熟悉常用的中间件，如 dubbo，消息队列，流程引擎，规则引擎；3. 熟悉常用设计模式，掌握Spring、SpringBoot、MyBatis、SpirngMVC、Dubbo、VUE等技术；4 熟悉 Mysql，对事务，分库分表，性能优化等数据库的基本技能；5. 熟悉Tomcat、Jetty、Nginx等服务器配置使用；6. 熟悉多种远程通讯协议，熟悉消息中间件、缓存等技术；7. 做事积极主动，具有高度的责任感与团队合作精神，有良好的沟通能力。8. 统招本科及以上，3年以上相关经验，计算机相关专业。
Java,岗位职责：1、参与C端预订业务、酒店集团运营平台、酒店商家平台的架构设计、性能优化及核心代码开发工作；2、负责产品需求沟通及功能设计、维护现有系统稳定运行，积极响应业务部门反馈并及时排查问题；3、能够从技术角度出发配合产品经理整理业务需求并提供合理意见；4、在日常的开发工作中能够指导初中级研发工程师工作；5、能够合理估算项目模块开发时间；任职资格：1、本科及以上学历，五年以上工作经验，基础扎实；2、具有高并发、高可用应用系统的开发经验，能够根据实际业务需求进行技术选型并给出系统设计方案；3、能够熟练使用JAVA，Spring MVC，Spring Boot，Spring Cloud，Dubbo，Mybatis，MySql；4、熟悉RabbitMQ，Kafka，ActiveMQ，RocketMQ中的至少两种；5、熟悉Redis，MongoDB，Elasticsearch；6、具有酒店PMS/CRS系统相关开发经验优先考虑；7、具有OTA或电商行业工作经验优先考虑；
Java,"【岗位说明】1、负责公司运营平台后端、APP后端功能模块的开发，能独立进行产品新功能的需求开发；2、能独立完成功能模块的需求分析，设计以及代码编写；3、参与公司技术开发与实现相关规范的定义与实施，负责编写项目相关技术文档。【岗位需求】1、编辑基础扎实，掌握软件设计原则和常用开发模式，了解DDD领域建模思想与设计方法；2、对springBoot、srpingCloud等技术潮流保持关注，有技术geek；3、了解REST、CQRS、时间驱动架构等软件架构风格和模式；4、熟悉RabbitMQ等消息中间件的使用；5、掌握MongoDB、Redis等Nosql数据库技术。""如有意愿，请发送简历到指定邮箱。————————这是创业项目团队的集结，进入团队你要具备不仅是你理解该有的技能，你还要做好面对，从0到1的挑战和艰辛，从1到N的坎坷至辉煌……同时还要-扩展你的格局，放大你的野心，强化你的心理，提升你的技能，因为我们要提供的不会只是你现在看到的空间，只要你可以，我们愿意任你成长。未来一段时间，你可能要独自承担一份压力，独立解决N个难题，未来一段时间，我们肯定会共同面向一个目标，共同铸造一份辉煌。"
Java,工作经验和能力要求：1、统招本科及以上学历，3年以上J2EE开发经验；2、熟悉常见设计模式，熟练使用 Spring、SpringMVC、Mybatis等框架，有Springboot、SpringCloud等相关框架开发经验优先；3、熟悉Linux常用命令，至少熟练使用Mysql、Oracle、SqlServer其中一种，具有SQL编写及调优能力，有NoSQL数据库使用经验者优先；4、有hadoop大数据相关开发经验者优先；5、责任心强，具备良好的团队合作精神和承受压力的能力；6、有保险银行业经验者优先。岗位职责：1、参与系统模块功能设计及相关文档编写；2、完成分配的功能模块开发、自测工作，配合测试人员完成模块BUG修改；3、积极学习项目所需技术，提升自身技术实力；4、完成领导安排的其他工作。
Java,岗位职责：1、 负责终端业务扩展平台设计及研发工作，以及对开发工作任务拆解、组织技术评审、代码REVIEW；2、 负责核心功能模块的详细设计、核心代码开发，解决项目中存在的技术难题；3、 按照公司及团队管理规范进行开发工作，严格遵守开发流程，技术管理规范；4、 对研发和运营中疑难技术问题提供有效解决方法并主导实施改进和优化。任职要求：1、 本科及以上学历，计算机相关专业毕业，具有3年以上J2EE开发经验；2、 精通Java语言，熟悉B/S架构的软件体系，精通springmvc+spring+mybatis/ibatis后端开发框架，及jsp、ajax、html、xml、JavaScript、jQuery等前端页面处理技术；3、 熟悉SpringCloud相关组件，掌握微服务原理及相关技术架构能力；4、 熟悉HBase、HIVE等大数据生态数据库，及Memcached、Redis等缓存组件；5、 熟练掌握MySQL数据库，熟悉关系型数据库原理，能进行性能优化；6、 在Github或开源社区保持活跃者、熟悉Solr或lucene源代码及架构者的优先考虑。
Java,岗位职责：1、在运营领域能独当一面，具有技术牵引驱动业务的能力，能在业务和技术上指导其他同学；2、愿意接受B端业务逻辑复杂性、海量数据、服务高可用的挑战，推动系统可用性和可扩展性的提升；3、具有良好的系统抽象能力，在系统中台能力建设方面能提出创新的解决思路和方案，为团队引入创新技术。岗位要求：1、计算机或相关专业本科以上学历，有扎实的计算机基础知识和编程功底，5年及以上相关工作经验；2、有较强的问题解决能力，根据不同的场景可以给出较优的系统解决方案；3、精通多线程编程，熟悉JVM，熟悉常见的开源分布式中间件、缓存、消息队列等，熟悉MySQL，熟悉大数据处理、olap等，熟悉Linux下的DevOps；4、有较强的团队沟通协作能力和项目风险管理能力，可以push多团队协作按时交付项目；5、有丰富的系统架构设计经验，在一线互联网公司负责B端中台建设经验者优先，业务sense良好者优先。
Java,岗位职责：1、负责快手审核系统相关的需求开发（包括但不限于：视频审核、直播审核、图文审核、电商审核、商业化审核等），保证需求按时、高质量交付；2、深入理解和分析产品需求，能不断拓展业务场景边界，撰写设计文档和系统开发；3、愿意接受审核领域复杂业务逻辑、海量数据、服务高可用的挑战，推动系统可用性和可扩展性的提升；4、具有良好的系统抽象能力，在系统中台能力建设方面能提出创新的解决思路和方案，为团队引入创新技术。岗位要求：1、计算机或相关专业本科以上学历，1年及以上相关工作经验；2、JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；对于你用过的开源框架，能了解到它的原理和机制；3、至少熟悉一种大型数据库（mysql、oracle、postgrelSQL），有sql优化的经验；4、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制，有高并发应用开发经验，熟悉常用的分布式解决方案，能基于问题给出解决方案；5、有较强的团队沟通协作能力和项目风险管理能力，可以push多团队协作按时交付项目；6、有短视频、直播、电商、商业化审核系统开发经验者优先，业务sense良好者优先；7、学习能力强，具备耐心/细心的品质，喜欢去看及尝试最新的技术，从技术趋势和思路上能影响技术团队。
Java,岗位职责：1. 负责小说项目日常迭代开发2. 有重组项目，技术升级经验优先3. 认真负责，工作效率高，有自驱力优先任职资格：1、计算机或相关专业专科及以上学历，3年以上工作经验2、java基础扎实，对代码质量有要求，掌握常用数据结构算法3、熟炼使用SpringMVC，Sprintboot，SpringCloud，Hibernate，Tomcat，Mysql数据库，Nginx，Linux4、掌握多线程，jvm，redis，mc等中间件调优优先5、熟悉阿云服务以及各产品的应用场景优先6、有强烈的学习欲望，有个人github或者博客优先加分项：有过高并发、网站优化经验
Java,岗位职责：1.      参与联通网络数据系统的系统设计、开发和维护；2.      负责系统模块的详细设计、代码编写、单元测试，文档编写；3.      与产品经理和开发工程师密切配合，协助分析并解决产品开发过程中的问题；4.      全程参与或负责产品需求分析、设计、研发、发布的进度管理与跟踪。任职资格：1.      软件开发相关专业，统招本科及以上学历；2.      1-3年以上软件开发工作经验；3.      精通Spring/Springboot，有Springcloud开发经验或深刻理解；5.      精通UML设计，有较强的设计文档编写能力；6.      熟悉关系型数据库技术，如MySql、Oracle、 Mango等；7.      熟悉Linux 操作系统；8.      责任心强，具有良好的沟通能力、学习能力和团队合作精神；9.      有电信行业、大型业务运营后台开发经验者优先。
Java,工作职责:1.参与完成项目的系统分析、设计，负责核心业务功能与底层基础功能的功能设计、代码实现与单元测试；2.协助业务方梳理业务需求，提供业务规划方案、架构设计方案， 并能根据方案展开研发工作；3.带领团队攻克高并发、高稳定性，业务模型复杂等带来的各种挑战及技术难；4.指导高级开发人员的开发工作，提高其技术水平，并负责部分代码审查工作。任职资格:1．扎实的Java和数据库基础，精通面向对象分析和设计技术，包括设计模式、UML建模等；2．熟悉底层中间件、分布式技术（包括RCP框架、缓存、消息系统等）；3．对Spring、MyBatis等常用开源框架应用经验丰富，对框架本身的体系有较为深厚的理解和应用经验，对框架本身有过开发、重构者或者参与过开源框架优先考虑；4．对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力，沟通技能，团队合作能力；5．具备良好的沟通和协作技能、拿结果能力，能够有效的推进工作落地；6. 有互联网业务背景，有大规模、高并发访问的Web应用开发经验。
Java,岗位职责：1、能独立负责应用架构梳理，开发相关系统并保证系统的稳定；2、处理音视频、直播、分布式、高并发情况下的疑难问题；3、按照业务需求进行业务需求分析、评审和设计；4、进行软件详细设计和编码实现，保障性能和可扩展；5、快速定位并修复现有软件缺陷、迭代；6、相关文档编写、整理和维护；7、参与软件系统的方案讨论、技术调研、系统分析、重构、优化。任职资格：1、3年以上java开发经验，熟悉微服务架构理念，有实战经验，在服务治理，服务监控方面有相关开发经验；2、熟练掌握Spring、Spring MVC、Mybatis、Redis、Mongodb、Mysql读写分离、消息队列；3、有spring boot、Eureka、spring cloud、Netflix OSS、Dubbo、Zookeeper、基于RPC或消息中间件的分布式架构设计、Docker等经验者优先；4、精通java语言，在高并发，高性能方面有相关开发经验；5、具有扎实的Java编程功底和良好的编码规范；6、熟练使用linux、Tomcat、Nginx等开源的服务器的配置；7、熟悉Web前端技术，包括JQuery/AngularJS/VUE/Ajax等；8、做过App服务接口、对微信支付、分享等有过实战对接经验；9、深入理解HTTP协议、熟悉RestAPI、熟悉并发、多线程开发；10、具备持续学习的能力、高度的抽象设计能力、思路清晰、善于思考、能独立分析和解决问题；11、学习能力强，有自驱力，有强烈的责任心和团队精神，踏实可靠，善于沟通和合作，良好的编码风格！
Java,1、大学本科或以上同等学历，3年以上编程经验，计算机相关专业毕业；2、J2SE基础扎实，熟悉常用的Thread等接口以常用工具类，熟悉常用JAVA设计模式；3、精通J2EE标准 以及常用 Spring、Ibatis、spring boot 等常用框架；4、具备良好的需求分析能力；5、熟悉Html编程技术，对当前主流JS框架（vue、esayui、bootstrap、Jquery等）能够熟练运用，熟悉h5；6、具备电子版式服务相关项目经验者优先；7、能够吃苦耐劳，认真负责，具备良好的团队协作精神。
